,Country,Bank Name,Business Focus
1452,Greece,RAIFFEISENLANDESBANK NIEDERÖSTERREICH-WIEN AG,cooperative retail banking
1453,Greece,Raiffeisenlandesbank Oberösterreich AG,cooperative retail banking
1454,Greece,Raiffeisenlandesbank Vorarlberg Waren- und Revisionsverband reg.Gen.mbH,cooperative retail banking
1455,Greece,Raiffeisenverband Salzburg eGen,cooperative retail banking
1456,Greece,"RCI Banque SA, Niederlassung Österreich",vehicle financing for Renault brands
1457,Greece,s Wohnbaubank AG,construction financing
1458,Greece,SALZBURGER LANDES-HYPOTHEKENBANK AG,real estate financing
1459,Greece,Santander Consumer Bank GmbH,retail banking
1460,Greece,Sberbank Europe AG,corporate banking
1461,Greece,Schoellerbank AG,"private banking, asset management"
1462,Greece,Société Générale Zweigniederlassung Wien,securities services
1463,Greece,SPAR-FINANZ BANK AG,consumer credit
1464,Greece,Standard Chartered Bank Zweigniederlassung Wien,corporate and institutional banking
1465,Greece,start:bausparkasse AG,housing financing
1466,Greece,State Street Bank International GmbH Filiale Wien,investment banking
1467,Greece,Steyler Bank GmbH,retail banking
1468,Greece,TeamBank Österreich - Niederlassung der TeamBank AG Nürnberg,consumer credit
1469,Greece,Toyota Kreditbank GmbH Zweigniederlassung Österreich,vehicle financing for Toyota brands
1470,Greece,UBS Europe SE Niederlassung Österreich,wealth management
1471,Greece,"UniCredit Bank AG, Zweigniederlassung Wien",universal banking
1472,Greece,UniCredit Bank Austria AG,universal banking
1473,Greece,VakifBank International AG,retail and business banking
1474,Greece,Volksbank Kärnten eG,cooperative retail banking
1475,Greece,Volksbank Niederösterreich AG,cooperative retail banking
1476,Greece,Volksbank Oberösterreich AG,cooperative retail banking
1477,Greece,Volksbank Raiffeisenbank Oberbayern Südost eG-Zweigniederlassung VR-Bank Salzburg,retail banking
1478,Greece,Volksbank Salzburg eG,cooperative retail banking
1479,Greece,Volksbank Steiermark AG,cooperative retail banking
1480,Greece,Volksbank Tirol AG,cooperative retail banking
1481,Greece,VOLKSBANK VORARLBERG e. Gen.,cooperative retail banking
1482,Greece,VOLKSBANK WIEN AG,cooperative retail banking
1483,Greece,Volkskreditbank AG,regional retail banking
1484,Greece,"VTB Bank (Europe) SE, Zweigniederlassung Wien",global transaction settlement
1485,Greece,Walser Privatbank AG,private banking and asset management
1486,Greece,Western Union International Bank GmbH,business payment solutions
1487,Greece,Wiener Privatbank SE,"private banking, asset management"
1488,Greece,WSK Bank AG,retail banking
1489,Greece,Zürcher Kantonalbank Österreich AG,asset management
1490,Guernsey,"Bank J. Safra Sarasin Limited, Guernsey Branch",Investment management
1491,Guernsey,"Bank Julius Baer & Co. Ltd, Guernsey Branch","Private banking, wealth management"
1492,Guernsey,Banque Cantonale Vaudoise Guernsey Branch,Fiduciary services
1493,Guernsey,"Barclays Bank PLC, Guernsey Branch",Universal banking
1494,Guernsey,"BNP Paribas (Suisse) SA, Guernsey Branch",Wealth management
1495,Guernsey,BNP Paribas Securities Services S.C.A. Guernsey Branch,Securities services
1496,Guernsey,Butterfield Bank (Guernsey) Limited,International wealth management
